tagno,relative,age,sex,Illness,employment,salary,modeofpayment,Air quality,,,,
2019-PAL-6-0337-02,4,2,2,,,,,21,,,,
2019-PAL-6-0337-02,2,41,1,,1,22000,5,21,,,,
2019-PAL-6-0338,13,39,1,,1,15000,5,21,,,,
2019-PAL-6-0338,6,9,1,,,,,21,,,,
2019-PAL-5-0561,4,20,2,,2,,,21,,,,
2019-PAL-1-0217-02,1,36,2,,1,20000,5,21,,,,
2019-ISU-1-0428,5,22,1,,1,25000,5,21,,,,
2019-ISU-1-0428,2,53,1,,1,67000,5,21,,,,
2019-ISU-1-0428,4,24,2,,1,25000,5,21,,,,
2019-G2-3-0621,1,38,2,,1,2500,26,21,,,,
2019-ISU-1-0417,5,6,1,,,,,21,,,,
2019-ISU-1-0417,2,37,1,,1,30000,5,21,,,,
2019-WC-3-0079-02,2,30,1,,1,15000,5,21,,,,
2019-WC-3-0079-02,5,3,1,,,,,21,,,,
2019-ISU-1-0417,5,0,1,,,,,21,,,,
2019-WC-4-0404,5,32,1,,1,10000,22,21,,,,
2019-WC-4-0404,4,28,2,,2,,,21,,,,
2019-PAL2-6-0060-02,1,35,2,,2,,,21,,,,
2019-G2-3-0411-02,2,36,2,,1,25000,5,21,,,,
2019-G2-3-0412,2,63,1,,3,,,21,,,,
2019-PAL2-2-0061,5,34,1,,1,13000,5,21,,,,
2019-UW-6-0181-02,13,67,2,,,,,21,,,,
2019-UW-6-0165-02,2,42,1,,1,17000,5,21,,,,
2019-PAL2-1-0020-02,5,3,1,,1,16000,5,21,,,,
2019-G2-3-0576,5,30,1,,1,5000,22,21,,,,
2019-G2-3-0576,2,53,2,,1,14000,5,21,,,,
2019-ISG-4-0182,2,53,2,,1,24000,5,21,,,,
2019-ISG-4-0188,4,20,2,,1,15000,5,21,,,,
2019-PAL3-3-0112,2,50,2,,1,20000,5,21,,,,
2019-UW-1-0123-02,1,32,2,,3,,,21,,,,
2019-UW-1-0376,2,36,1,,1,12000,51,21,,,,
2019-UW-1-0376,4,4,2,,,,,21,,,,
2019-UW-1-0377,2,38,2,,2,,,21,,,,
2019-UW-1-0378-02,5,4,1,,,,,21,,,,
2019-UW-1-0383,1,66,1,,1,12000,22,21,,,,
2019-UW-1-0383,5,19,1,,2,,,21,,,,
2019-UW-1-0376,5,10,1,,,,,21,,,,
2019-PAL-5-0082-02,1,25,2,,2,,,21,,,,
2019-PAL3-3-0011-04,1,34,2,,2,,,21,,,,
2019-PAL3-6-0005,1,50,2,,1,13000,5,21,,,,
2019-WC-3-0165-02,2,49,2,,2,,,21,,,,
2019-G2-3-0094-03,5,17,1,,2,,,21,,,,
2019-G2-3-0094-03,4,23,2,,1,13962,5,21,,,,
2019-ISU-1-0315,6,8,2,,,,,21,,,,
2019-WC-4-0117,4,26,2,,1,18000,5,21,,,,
2019-WC-4-0117,5,19,1,,2,,,21,,,,
2019-G2-3-0094-03,2,49,1,,1,39050,22,21,,,,
2019-WC-4-0077,5,16,1,,2,,,21,,,,
2019-WC-4-0077,5,9,1,,,,,21,,,,
2019-WC-4-0077,4,12,2,,,,,21,,,,
2019-WC-4-0077,2,38,1,,1,20000,22,21,,,,
2019-PAL-6-0049-02,4,3,2,,2,,,21,,,,
2019-PAL-6-0049-02,2,29,1,,,,,21,,,,
2019-PAL-6-0099-03,2,51,1,,1,12000,5,21,,,,
2019-PAL-6-0099-03,5,22,1,,2,,,21,,,,
2019-UW-1-0118,5,21,1,,2,,,21,,,,
2019-UW-1-0119-02,2,24,2,,2,,,21,,,,
2019-UW-6-0056-02,1,42,2,,2,,,21,,,,
2019-UW-6-0119,2,44,2,,1,10000,22,21,,,,
2019-ISG-2-0310,2,61,1,,1,18000,5,21,,,,
2019-ISG-2-0310,4,20,2,,2,,,21,,,,
2019-PAL-6-0355,5,21,1,,2,,,21,,,,
2019-PAL-6-0355,2,57,1,,3,,,21,,,,
2019-PAL-6-0355-02,2,31,2,,2,,,21,,,,
2019-PAL-6-0355-03,2,24,2,,2,,,21,,,,
2019-PAL-3-0051-02,1,24,2,,2,,,21,,,,
2019-PAL-6-0556,2,57,1,,1,20000,22,21,,,,
2019-PAL-6-0556,5,17,1,,2,,,21,,,,
2019-PAL-6-0556,5,12,1,,,,,21,,,,
2019-PAL3-3-0162-03,1,26,2,,2,,,21,,,,
2019-G2-3-0536-02,1,46,2,,1,15000,22,21,,,,
2019-G2-3-0309-02,1,21,2,,3,,,21,,,,
2019-G2-3-0359,5,16,1,,2,,,21,,,,
2019-G2-3-0359,5,9,1,,,,,21,,,,
2019-G2-3-0359,2,45,1,,1,14000,5,21,,,,
2019-G2-3-0556,6,15,2,,2,,,21,,,,
2019-G2-3-0556,6,17,1,,2,,,21,,,,
2019-WC-3-0021,2,24,2,,1,20000,8,21,,,,
2019-UW-6-0118-02,2,40,2,,2,,,21,,,,
2019-G2-3-0621-02,1,22,2,,2,,,21,,,,
2019-ISG-6-0018,1,40,2,,1,14000,5,21,,,,
2019-ISG-6-0085-02,4,21,2,,2,,,21,,,,
2019-ISU-1-0127-03,1,34,2,,2,,,21,,,,
2019-ISU-1-0261-02,4,8,2,,,,,21,,,,
2019-ISU-1-0288-02,2,30,2,,2,,,21,,,,
2019-PAL-1-0151,5,19,1,,2,,,21,,,,
2019-PAL-1-0151,4,17,2,,2,,,21,,,,
2019-PAL-1-0250,1,42,2,,3,,22,21,,,,
2019-PAL-6-0478-02,4,25,2,,,,,21,,,,
2019-PAL-6-0478-02,2,62,1,,1,20000,5,21,,,,
2019-UW-6-0063,4,17,2,,2,,,21,,,,
2019-UW-6-0063,4,20,2,,2,,,21,,,,
2019-UW-6-0066,2,46,2,,2,,,21,,,,
2019-WC-4-0230-03,1,30,2,,1,28000,5,21,,,,
2019-ISU-1-0261-02,4,4,2,,,,,21,,,,
2019-PAL-6-0489-02,10,14,2,,1,10000,5,21,,,,
2019-PAL-6-0489-02,1,44,1,,,,,21,,,,
2019-ISG-4-0031-03,1,32,2,,2,,,21,,,,
2019-ISU-1-0247,1,46,1,,2,,,21,,,,
2019-PAL-1-0090,5,34,1,,1,12000,51,21,,,,
2019-PAL-1-0090,4,21,2,,2,,,21,,,,
2019-PAL-1-0090,5,29,1,,1,16000,5,21,,,,
2019-PAL-1-0090,2,60,1,,1,12000,5,21,,,,
2019-PAL-1-0090-02,4,7,2,,,,,21,,,,
2019-PAL-1-0090-02,5,9,1,,,,,21,,,,
2019-PAL-1-0090-02,2,35,1,,1,10000,22,21,,,,
2019-PAL-1-0090-03,4,14,2,,,,,21,,,,
2019-PAL-1-0090-03,5,9,1,,,,,21,,,,
2019-PAL-1-0090-03,4,2,2,,,,,21,,,,
2019-PAL-1-0090-03,5,16,1,,2,,,21,,,,
2019-PAL-1-0090-03,5,12,1,,,,,21,,,,
2019-PAL-1-0090-03,2,39,1,,1,13000,5,21,,,,
2019-PAL-6-0441,1,60,2,,2,,,21,,,,
2019-PAL3-3-0090,1,37,1,,,,,21,,,,
2019-UW-6-0111-02,1,26,2,,1,14000,5,21,,,,
2019-WC-4-0268-03,1,35,1,,,,,21,,,,
2019-WC-4-0268-03,4,3,2,,,,,21,,,,
2019-WC-4-0268-03,4,5,2,,,,,21,,,,
2019-WC-4-0268-04,4,4,2,,,,,21,,,,
2019-ISU-1-0247,4,10,2,,,,,21,,,,
2019-WC-3-0051,4,22,2,,2,,,21,,,,
2019-WC-3-0051,4,24,2,,2,,,21,,,,
2019-PAL-6-0179-02,5,7,1,,,,,21,,,,
2019-PAL-6-0179-02,4,8,2,,,,,21,,,,
2019-PAL-6-0179-02,5,5,1,,,,,21,,,,
2019-PAL-6-0179-02,2,29,1,,1,20000,5,21,,,,
2019-UW-1-0316,1,38,2,,2,,,21,,,,
2019-UW-6-0098,1,45,2,,2,,,21,,,,
2019-PAL-5-0625-02,5,7,1,,2,,,21,,,,
2019-PAL-5-0625-02,5,17,1,,,,,21,,,,
2019-PAL-5-0625-02,5,5,1,,2,,,21,,,,
2019-PAL-5-0625-02,4,15,2,,,,,21,,,,
2019-PAL-5-0625-02,5,2,1,,1,14000,5,21,,,,
2019-PAL-4-0079-03,5,6,1,,,,,21,,,,
2019-PAL-4-0079-03,4,4,2,,,,,21,,,,
2019-PAL-4-0079-03,1,26,1,,1,12000,5,21,,,,
2019-PAL-6-0203-03,2,42,1,,1,10800,5,21,,,,
2019-PAL-6-0203-03,5,18,1,,2,,,21,,,,
2019-WC-4-0075-02,5,9,1,,,,,21,,,,
2019-G2-3-0557,5,7,1,,,,,21,,,,
2019-G2-3-0557,2,50,1,,1,12000,5,21,,,,
2019-PAL-6-0295-03,1,42,2,,2,,,21,,,,
2019-PAL-6-0295-03,4,15,2,,2,,,21,,,,
2019-PAL-6-0395,4,14,2,,,,,21,,,,
2019-PAL-6-0395,4,17,2,,2,,,21,,,,
2019-PAL-6-0395,4,7,2,,,,,21,,,,
2019-PAL-6-0395,5,16,1,,2,,,21,,,,
2019-PAL-6-0395,2,50,1,,1,17000,5,21,,,,
2019-WC-3-0168,1,45,2,,2,,,21,,,,
2019-PAL-6-0188-02,2,40,1,,2,,,21,,,,
2019-PAL-6-0188-02,5,17,1,,1,17000,5,21,,,,
2019-PAL-6-0188-02,5,15,1,,2,,,21,,,,
2019-PAL4-3-0062-02,1,33,2,,2,,,21,,,,
2019-WC-4-0253-04,6,26,2,,2,,,21,,,,
2019-UW-6-0282,1,36,2,,1,7000,26,21,,,,
2019-PAL-6-0304,2,37,2,,1,10000,26,21,,,,
2019-G2-3-0637-03,4,10,2,,,,,21,,,,
2019-G2-3-0637-03,1,26,2,,1,5000,5,21,,,,
2019-G2-3-0637-04,1,31,2,,1,12000,51,21,,,,
2019-G2-3-0637-05,1,53,1,,2,,,21,,,,
2019-G2-3-0637-05,4,17,2,,1,1000,5,21,,,,
2019-G2-3-0637-05,5,20,1,,1,13000,5,21,,,,
2019-UW-6-0042,2,24,2,,2,,,21,,,,
2019-UW-6-0043,2,47,1,,1,20000,5,21,,,,
2019-UW-6-0043,4,22,2,,1,20000,26,21,,,,
2019-UW-6-0043,5,15,1,,2,,,21,,,,
2019-UW-6-0043,4,20,2,,2,,,21,,,,
2019-UW-6-0043-02,2,43,1,,1,40000,51,21,,,,
2019-UW-6-0043-02,5,16,1,,2,,,21,,,,
2019-UW-6-0043-02,4,21,2,,2,,,21,,,,
2019-UW-6-0043-02,4,19,2,,2,,,21,,,,
2019-UW-6-0043-02,5,4,1,,,,,21,,,,
2019-UW-6-0043-02,5,20,1,,1,14000,51,21,,,,
2019-UW-1-0288,1,45,2,,1,800,26,21,,,,
2019-ISG-6-0022,5,15,1,,1,3000,22,21,,,,
2019-ISG-6-0023-02,4,3,2,,,,,21,,,,
2019-ISG-6-0023-02,2,29,1,,1,12000,51,21,,,,
2019-PAL-1-0149,5,14,1,,,,,21,,,,
2019-PAL2-1-0013-04,1,27,2,,2,,,21,,,,
2019-PAL4-3-0056-04,5,10,1,,,,,21,,,,
2019-PAL4-3-0056-04,2,33,1,,1,14000,5,21,,,,
2019-UW-1-0170-02,2,39,1,,1,15000,5,21,,,,
2019-UW-1-0170-02,5,19,1,,2,,,21,,,,
2019-WC-4-0016,2,35,1,,1,50000,28,21,,,,
2019-WC-4-0016,5,13,1,,,,,21,,,,
2019-WC-4-0016,4,11,2,,,,,21,,,,
2019-WC-4-0016,5,3,1,,,,,21,,,,
2019-WC-4-0017-02,2,63,1,,2,,,21,,,,
2019-UW-1-0170-02,4,10,2,,,,,21,,,,
2019-ISG-4-0037,2,40,1,,1,2000,22,21,,,,
2019-WC-3-0058-02,2,42,1,,1,18000,5,21,,,,
2019-WC-3-0058-02,4,2,2,,,,,21,,,,
2019-WC-3-0058-02,5,15,1,,2,,,21,,,,
2019-WC-3-0058-02,4,18,2,,2,,,21,,,,
2019-PAN-2-0348,2,59,2,,1,1700,42,21,,,,
2019-PAL4-3-0045-02,2,46,1,,1,20000,5,21,,,,
2019-PAL-6-0048-06,1,40,2,,1,8400,22,21,,,,
2019-ISG-6-0057-03,4,3,2,,,,,21,,,,
2019-ISG-6-0057-03,5,0,1,,,,,21,,,,
2019-ISG-6-0057-03,2,23,1,,1,13000,22,21,,,,
2019-WC-4-0150-03,6,0,1,,,,,21,,,,
2019-UW-1-0260,2,32,1,,1,8000,26,21,,,,
2019-UW-1-0260,4,3,2,,,,,21,,,,
2019-PAN-2-0433,2,39,2,,1,12500,26,21,,,,
2019-G2-3-0055,4,24,2,,2,,,21,,,,
2019-G2-3-0055,4,26,2,,1,20000,5,21,,,,
2019-G2-3-0055-02,1,44,2,,1,8000,22,21,,,,
2019-G2-3-0055,2,53,1,,1,10600,5,21,,,,
2019-PAL-6-0360-02,1,24,2,,1,12000,5,21,,,,
2019-PAL-6-0184-02,13,53,2,,2,,,21,,,,
2019-ISG-1-0006,5,24,1,,2,,,21,,,,
2019-ISG-1-0006,1,60,1,,1,12000,22,21,,,,
2019-ISG-1-0006,4,29,2,,1,25000,5,21,,,,
2019-G2-3-0486,8,37,2,,1,6000,26,21,,,,
2019-UW-6-0125,1,51,2,,1,15000,22,21,,,,
2019-UW-6-0120,1,39,2,,1,6000,22,21,,,,
2019-G2-3-0289-03,1,36,2,,1,6000,22,21,,,,
2019-ISG-6-0021-02,1,49,2,,2,,,21,,,,
2019-PAL-5-1032-02,1,28,2,,1,12000,5,21,,,,
2019-UW-6-0123-09,4,17,2,,2,,,21,,,,
2019-PAL-1-0158-02,5,1,1,,,,,21,,,,
2019-PAL-1-0158-02,1,40,1,,1,15000,5,21,,,,
2019-PAL-6-0392,4,29,2,,2,,,21,,,,
2019-PAL-6-0392,2,55,1,,1,14000,5,21,,,,
2019-PAL-6-0392,5,27,1,,2,,,21,,,,
2019-PAL-1-0158-02,5,4,1,,,,,21,,,,
2019-PAL-6-0392,5,22,1,,2,,,21,,,,
2019-PAL-6-0392,4,26,2,,1,29000,5,21,,,,
2019-ISU-1-0309,2,52,1,,1,13000,5,21,,,,
2019-ISU-1-0381-03,1,48,1,,1,12000,22,21,,,,
2019-PAL2-3-0043-03,1,39,2,,2,,,21,,,,
2019-WC-4-0235-04,5,2,1,,,,,21,,,,
2019-PAL-6-0085-02,2,31,1,,1,12000,5,21,,,,
2019-PAL-6-0085-02,4,4,2,,,,,21,,,,
2019-PAL2-3-0086-04,13,59,2,,1,10000,22,21,,,,
2019-PAL2-3-0086-04,1,38,2,,1,15000,22,21,,,,
2019-PAL2-3-0086-04,13,61,1,,2,,,21,,,,
2019-ISU-1-0178,4,19,2,,2,,,21,,,,
2019-ISU-1-0178,5,24,1,,1,18000,5,21,,,,
2019-ISU-1-0178,5,29,1,,1,40000,26,21,,,,
2019-PAL4-3-0045,4,13,2,,1,14000,5,21,,,,
2019-PAL4-3-0045,5,24,1,,1,14000,5,21,,,,
2019-PAL-6-0048-04,2,34,1,,1,10000,51,21,,,,
2019-PAL6-2-0015,1,48,2,,1,3000,52,21,,,,
2019-PAL-3-0084,2,50,1,,1,16000,5,21,,,,
2019-PAL-3-0084,4,18,2,,2,,,21,,,,
2019-PAL-3-0084,4,15,2,,2,,,21,,,,
2019-PAL-3-0084,4,22,2,,2,,,21,,,,
2019-ISU-1-0491,6,10,2,,,,,21,,,,
2019-ISU-1-0481-02,1,21,1,,1,13000,51,21,,,,
2019-ISU-1-0481-02,5,1,1,,,,,21,,,,
2019-PAL2-3-0043-02,1,29,2,,1,24000,5,21,,,,
2019-PAL-5-0405,2,42,2,,1,13000,8,21,,,,
2019-PAL-5-0405-03,2,38,2,,2,,,21,,,,
2019-WC-6-0016,1,48,2,,2,,,21,,,,
2019-G2-3-0013-03,5,9,1,,,,,21,,,,
2019-G2-3-0013-03,2,42,1,,1,20000,5,21,,,,
2019-PAL-1-0196,1,29,2,,2,,,21,,,,
2019-PAL2-1-0040-02,5,10,1,,,,,21,,,,
2019-PAL2-1-0040-02,2,26,1,,1,8000,5,21,,,,
2019-UW-6-0125,2,54,1,,2,,,21,,,,
2019-UW-6-0125,5,20,1,,2,,,21,,,,
2019-UW-6-0125,4,17,2,,,,,21,,,,
2019-UW-1-0162,1,43,2,,1,12000,5,21,,,,
2019-PAL-6-0236-03,13,34,1,,1,20000,5,21,,,,
2019-PAL-6-0236-03,6,5,1,,,,,21,,,,
2019-PAL2-6-0009,2,52,2,,1,15000,27,21,,,,
2019-PAL-6-0208,2,49,2,,1,12000,22,21,,,,
2019-PAL-6-0208,4,7,2,,,,,21,,,,
2019-PAL-3-0076-03,13,64,2,,2,,,21,,,,
2019-PAL-3-0076-03,6,17,2,,2,,,21,,,,
2019-PAL-6-0280-02,2,40,1,,1,15000,5,21,,,,
2019-PAL-6-0280-02,5,16,1,,2,,,21,,,,
2019-PAL-6-0280-02,5,15,1,,2,,,21,,,,
2019-PAL-6-0280-02,5,11,1,,,,,21,,,,
2019-PAL-6-0129,5,13,1,,,,,21,,,,
2019-PAL-6-0129,4,10,2,,,,,21,,,,
2019-PAL-6-0129,2,51,1,,1,25000,5,21,,,,
2019-G2-3-0529,3,46,2,,1,20000,5,21,,,,
2019-G2-3-0529,12,46,1,,1,10000,5,21,,,,
2019-PAL-6-0487-02,2,62,1,,1,14000,5,21,,,,
2019-PAL-6-0487-02,5,21,1,,2,,,21,,,,
2019-UW-1-0413-02,1,24,1,,1,20000,5,21,,,,
2019-PAL-6-0517-02,4,22,2,,2,,,21,,,,
2019-PAL-6-0276,6,36,1,,1,6000,22,21,,,,
2019-PAL6-2-0023-02,2,49,2,,1,18000,22,21,,,,
2019-PAL-5-0832-03,1,40,1,,1,16000,51,21,,,,
2019-PAL-5-0832-03,4,1,2,,,,,21,,,,
2019-PAL-3-0043-02,5,19,1,,2,,,21,,,,
2019-PAL-3-0043-02,4,12,2,,,,,21,,,,
2019-PAL-3-0043-02,5,13,1,,,,,21,,,,
2019-PAL4-3-0011-03,2,28,2,,2,,,21,,,,
2019-ISU-1-0295,5,35,1,,1,18000,5,21,,,,
2019-PAL-5-0143-02,1,27,2,,2,,,21,,,,
2019-WC-6-0015,2,49,1,,1,30000,5,21,,,,
2019-WC-6-0015,5,22,1,,2,,,21,,,,
2019-PAL-1-0154-02,1,35,2,,1,12000,22,21,,,,
2019-PAL-6-0158-02,2,57,1,,1,20000,26,21,,,,
2019-PAL-6-0158-02,6,3,1,,,,,21,,,,
2019-PAL-6-0158-02,4,22,2,,1,14000,51,21,,,,
2019-PAL-6-0158-02,5,32,1,,2,,,21,,,,
2019-PAL3-4-0056-03,5,3,1,,1,3600,26,21,,,,
2019-PAL3-4-0056-03,2,36,1,,1,10000,22,21,,,,
2019-PAL-5-0265-02,1,40,2,,2,,,21,,,,
2019-WC-3-0087-02,1,48,2,,2,,,21,,,,
2019-PAL-4-0037-02,4,4,2,,,,,21,,,,
2019-PAL-4-0037-02,4,8,2,,,,,21,,,,
2019-G2-3-0184-05,2,67,1,,,,,21,,,,
2019-G2-3-0184-05,5,27,1,,1,6000,9,21,,,,
2019-G2-3-0184-05,5,28,1,,1,6000,5,21,,,,
2019-G2-3-0184-05,5,24,1,,1,4000,22,21,,,,
2019-G2-3-0438-02,5,1,1,,,,,21,,,,
2019-G2-3-0438-02,1,33,2,,2,,,21,,,,
2019-G2-3-0438-02,5,13,1,,,,,21,,,,
2019-G2-3-0438-02,4,10,2,,,,,21,,,,
2019-G2-3-0438-02,2,35,1,,1,12000,5,21,,,,
2019-G2-3-0496-02,1,31,2,,2,,,21,,,,
2019-ISU-1-0455,5,26,1,,1,12000,11,21,,,,
2019-ISU-1-0455,5,26,1,,1,15000,51,21,,,,
2019-ISU-1-0455-02,2,27,2,,1,30000,5,21,,,,
2019-PAL-5-0142-02,4,12,2,,,,,21,,,,
2019-PAL-5-0142-02,4,10,2,,,,,21,,,,
2019-PAL-6-0091-04,2,62,1,,1,10000,22,21,,,,
2019-UW-6-0263,6,7,2,,,,,21,,,,
2019-PAL-4-0124-04,4,0,2,,,,,21,,,,
2019-PAL-4-0124-04,5,5,1,,,,,21,,,,
2019-PAL-4-0124-04,4,8,2,,,,,21,,,,
2019-PAL-5-0508,6,19,1,,1,12000,5,21,,,,
2019-PAL-6-0421,2,48,1,,1,20000,5,21,,,,
2019-PAL-6-0421,4,12,2,,1,50000,26,21,,,,
2019-PAL-6-0421,4,9,2,,1,9000,26,21,,,,
2019-PAL-6-0421,5,5,1,,,,,21,,,,
2019-PAL3-3-0065,5,19,1,,1,15000,5,21,,,,
2019-PAL3-3-0065,2,55,1,,2,,,21,,,,
2019-ISU-1-0041-03,4,8,2,,2,,,21,,,,
2019-ISU-1-0041-03,1,32,1,,,,,21,,,,
2019-WC-4-0012,2,58,1,,1,60000,22,21,,,,
2019-WC-4-0012,5,18,1,,1,,22,21,,,,
2019-WC-4-0012,4,24,2,,2,,,21,,,,
2019-WC-4-0012-02,2,34,2,,2,,,21,,,,
2019-PAL3-3-0156-02,6,14,2,,3,,,21,,,,
2019-G2-3-0515-02,1,37,2,,1,4000,22,21,,,,
2019-G2-3-0515-03,2,28,2,,1,14000,5,21,,,,
2019-PAL2-3-0007-02,6,2,1,,,,,21,,,,
2019-PAN-6-0003,1,43,2,,1,20000,5,21,,,,
2019-WC-3-0054-03,1,34,1,,1,12000,5,21,,,,
2019-WC-3-0054-03,4,7,2,,,,,21,,,,
2019-WC-3-0054-03,4,1,2,,,,,21,,,,
2019-PAL2-6-0051-02,1,35,2,,1,1800,27,21,,,,
2019-PAL2-6-0051-03,5,2,1,,,,,21,,,,
2019-PAL2-6-0051-03,2,31,1,,1,20000,5,21,,,,
2019-WC-3-0148-02,2,22,1,,,,,21,,,,
2019-PAL-6-0509,1,39,1,,1,20000,5,21,,,,
2019-PAL-6-0509,5,16,1,,2,,,21,,,,
2019-PAL-6-0509,5,8,1,,,,,21,,,,
2019-G2-3-0504,1,37,2,,1,7000,22,21,,,,
2019-G2-3-0506,5,14,1,,,,,21,,,,
2019-G2-3-0506,4,16,2,,2,,,21,,,,
2019-G2-3-0506,2,39,1,,1,20000,5,21,,,,
2019-G2-3-0507,1,35,2,,2,,,21,,,,
2019-UW-6-0128-02,1,39,2,,2,,,21,,,,
2019-UW-6-0128-02,13,66,1,,,,,21,,,,
2019-ISU-1-0101,1,37,2,,1,24000,5,21,,,,
2019-WC-4-0229-06,2,36,1,,2,,,21,,,,
2019-WC-4-0229-06,4,5,2,,,,,21,,,,
2019-G2-3-0128-02,5,4,1,,,,,21,,,,
2019-G2-3-0128-02,2,35,1,,1,11000,5,21,,,,
2019-PAL-6-0573-02,1,34,2,,1,13000,22,21,,,,
2019-PAL-6-0284,1,53,2,,,,,21,,,,
2019-UW-6-0012-02,1,43,1,,2,,,21,,,,
2019-UW-6-0012-02,4,8,2,,,,,21,,,,
2019-PAL-5-0650,1,64,2,,3,,,21,,,,
2019-WC-4-0059-04,1,35,2,,1,8000,26,21,,,,
2019-ISU-1-0151-03,4,18,2,,2,,,21,,,,
2019-ISU-1-0151-03,4,14,2,,,,,21,,,,
2019-ISU-1-0151-03,4,12,2,,,,,21,,,,
2019-ISU-1-0151-03,5,16,1,,2,,,21,,,,
2019-WC-4-0101,2,49,2,,2,,,21,,,,
2019-WC-4-0101,4,30,2,,,,,21,,,,
2019-ISU-1-0484,2,72,2,,1,15500,22,21,,,,
2019-PAL-1-0005,4,5,2,,1,12000,5,21,,,,
2019-PAL-1-0005,5,11,1,,1,3200,22,21,,,,
2019-G2-3-0390-02,2,32,1,,1,14000,5,21,,,,
2019-ISG-6-0086,1,56,2,,1,42000,26,21,,,,
2019-PAL3-6-0035-02,1,30,2,,2,,,21,,,,
2019-WC-3-0075-02,1,33,2,,1,21000,5,21,,,,
2019-G2-3-0297-02,9,16,1,,2,,,21,,,,
2019-G2-3-0297-02,1,36,2,,1,15000,26,21,,,,
2019-PAL-5-0427-03,2,50,1,,,,,21,,,,
2019-PAL-5-0427-03,5,12,1,,2,,,21,,,,
2019-PAL-5-0427-03,5,17,1,,2,,,21,,,,
2019-WC-3-0075-02,2,35,1,,1,14400,51,21,,,,
2019-ISU-1-0399,4,19,2,,2,,,21,,,,
2019-ISU-1-0399,4,8,2,,,,,21,,,,
2019-ISU-1-0399,4,12,2,,,,,21,,,,
2019-ISU-1-0399,2,48,1,,3,,22,21,,,,
2019-PAL-6-0295-03,2,49,1,,1,14000,5,21,,,,
2019-PAL-6-0295-03,5,4,1,,,,,21,,,,
2019-PAL-6-0295-03,4,10,2,,,,,21,,,,
2019-PAL-6-0295-03,5,14,1,,,,,21,,,,
2019-G2-3-0012-02,2,57,2,,1,4000,26,21,,,,
2019-G2-3-0585,5,43,1,,3,,,21,,,,
2019-ISU-1-0349,2,49,2,,1,10000,51,21,,,,
2019-WC-4-0074-04,1,47,2,,2,,,21,,,,
2019-PAL-6-0179-02,1,29,2,,2,,,21,,,,
2019-G2-3-0275-02,2,28,1,,1,14400,51,21,,,,
2019-G2-3-0275-02,5,8,1,,,,,21,,,,
2019-PAL-5-0001-03,4,5,2,,,,,21,,,,
2019-PAL-5-0001-03,2,40,1,,1,20000,5,21,,,,
2019-ISG-6-0076-04,5,1,1,,,,,21,,,,
2019-ISG-6-0076-04,2,26,1,,1,3500,22,21,,,,
2019-PAL2-6-0006,5,13,1,,,,,21,,,,
2019-PAL2-6-0006,4,17,2,,2,,,21,,,,
2019-G2-3-0111,5,9,1,,,,,21,,,,
2019-G2-3-0111,4,15,2,,2,,,21,,,,
2019-G2-3-0111,5,10,1,,,,,21,,,,
2019-G2-3-0111,4,17,2,,2,,,21,,,,
2019-G2-3-0111,4,16,2,,2,,,21,,,,
2019-G2-3-0111,2,43,1,,1,4000,51,21,,,,
2019-ISG-1-0074-04,4,0,2,,,,,21,,,,
2019-ISG-1-0074-04,1,36,1,,1,12000,51,21,,,,
2019-ISU-1-0108,1,42,2,,1,15000,22,21,,,,
2019-PAL-4-0057-02,1,33,2,,1,12500,51,21,,,,
2019-PAL-4-0057-03,2,28,1,,,,,21,,,,
2019-PAL-4-0057-03,5,1,1,,,,,21,,,,
2019-PAL-6-0027,1,50,1,,,,,21,,,,
2019-PAL-6-0594,4,25,2,,1,15000,5,21,,,,
2019-PAL-6-0594,4,12,2,,1,2000,5,21,,,,
2019-PAL-6-0594,4,14,2,,3,,,21,,,,
2019-PAL-6-0594,4,15,2,,1,50000,28,21,,,,
2019-PAL-6-0594,2,60,1,,1,14000,5,21,,,,
2019-PAL-6-0594-02,2,33,1,,1,8000,22,21,,,,
2019-PAL-6-0594-02,4,7,2,,1,12000,5,21,,,,
2019-PAL-6-0594-02,5,3,1,,1,4000,51,21,,,,
2019-PAL2-1-0013-05,1,28,1,,,,,21,,,,
2019-PAL2-1-0013-05,4,2,2,,,,,21,,,,
2019-PAL2-1-0013-05,5,3,1,,2,,,21,,,,
2019-PAN-6-0022-03,5,2,1,,,,,21,,,,
2019-PAN-6-0022-03,5,8,1,,,,,21,,,,
2019-PAN-6-0022-03,4,6,2,,,,,21,,,,
2019-UW-1-0187,5,29,1,,1,13000,5,21,,,,
2019-UW-1-0187,5,32,1,,1,9000,22,21,,,,
2019-WC-3-0081-03,2,50,1,,1,12000,51,21,,,,
2019-WC-3-0081-03,5,4,1,,,,,21,,,,
2019-PAL4-6-0036,13,80,1,,,,,21,,,,
2019-PAL4-6-0036,2,41,2,,1,15000,51,21,,,,
2019-ISG-6-0016-03,10,17,2,,2,,,21,,,,
2019-ISG-6-0016-03,1,37,2,,1,12000,5,21,,,,
2019-ISG-1-0003-04,2,34,1,,1,20000,26,21,,,,
2019-G2-3-0032-02,5,1,1,,,,,21,,,,
2019-G2-3-0032-02,4,9,2,,,,,21,,,,
2019-G2-3-0032-02,4,7,2,,1,15000,51,21,,,,
2019-PAL6-2-0016-03,1,43,2,,2,,,21,,,,
